kmeans_cluster,dbscan_cluster,calculated_RUL_tons,RUL_Class
0,0,16823,Healthy
0,0,16823,Healthy
0,0,16823,Healthy
2,0,16821,Low
2,0,16820,Medium
0,0,16817,Medium
2,0,16812,Medium
2,0,16806,Low
2,0,16793,Low
2,0,16793,Low
2,0,16793,Low
2,0,16793,Low
0,0,16792,Low
2,0,16792,Low
2,0,16777,Low
0,0,16776,Low
0,0,16776,Low
0,0,16776,Low
2,0,16774,Healthy
2,0,16774,Healthy
2,0,16740,Medium
0,0,16740,Low
0,0,16740,Critical
0,0,16731,Critical
0,0,16730,Critical
2,0,16730,Medium
2,0,16729,Low
0,0,16727,Critical
1,1,16719,Healthy
1,1,16719,Healthy
1,1,16719,Healthy
1,1,16719,Healthy
2,0,16716,Low
0,0,16714,Low
2,0,16704,Low
1,1,16699,Medium
0,0,16693,Low
2,0,16691,Critical
2,0,16691,Critical
2,0,16691,Critical
0,0,16688,Critical
2,0,16686,Low
2,0,16686,Low
0,0,16679,Medium
0,0,16678,Low
2,0,16674,Healthy
1,1,16672,Healthy
2,0,16670,Low
2,0,16664,Low
0,0,16664,Low
1,1,16662,Critical
1,1,16662,Low
1,1,16662,Medium
1,1,16662,Medium
1,1,16659,Low
0,0,16657,Healthy
0,0,16657,Healthy
0,0,16657,Healthy
0,0,16657,Healthy
0,0,16657,Healthy
2,0,16655,Medium
2,0,16652,Medium
0,0,16651,Medium
2,0,16646,Low
2,0,16626,Low
2,0,16626,Low
2,0,16626,Low
2,0,16626,Low
0,0,16626,Low
2,0,16623,Low
0,0,16616,Low
0,0,16616,Low
0,0,16616,Low
2,0,16614,Healthy
2,0,16614,Healthy
2,0,16611,Low
2,0,16577,Medium
0,0,16577,Critical
2,0,16577,Low
2,0,16572,Low
0,0,16567,Critical
0,0,16564,Critical
0,0,16562,Critical
2,0,16560,Medium
2,0,16555,Low
0,0,16553,Healthy
0,0,16553,Healthy
0,0,16553,Healthy
0,0,16553,Healthy
0,0,16551,Low
1,1,16538,Medium
2,0,16535,Critical
2,0,16528,Critical
2,0,16528,Critical
2,0,16528,Critical
0,0,16525,Critical
0,0,16524,Low
0,0,16520,Low
0,0,16520,Low
0,0,16515,Low
2,0,16510,Low
0,0,16509,Medium
2,0,16505,Low
1,1,16502,Medium
0,0,16501,Healthy
0,0,16501,Healthy
0,0,16501,Healthy
0,0,16501,Healthy
0,0,16501,Healthy
1,1,16500,Healthy
1,1,16500,Low
2,0,16499,Healthy
0,0,16498,Low
2,0,16498,Medium
1,1,16497,Low
1,1,16497,Medium
1,1,16497,Critical
2,0,16489,Medium
2,0,16483,Low
2,0,16476,Medium
2,0,16469,Low
2,0,16469,Low
2,0,16469,Low
2,0,16469,Low
0,0,16466,Low
2,0,16456,Low
2,0,16454,Healthy
2,0,16454,Healthy
0,0,16452,Low
0,0,16452,Low
0,0,16452,Low
2,0,16447,Low
0,0,16413,Critical
0,0,16413,Medium
0,0,16413,Low
0,0,16407,Critical
0,0,16403,Critical
2,0,16401,Healthy
0,0,16399,Critical
2,0,16396,Low
2,0,16394,Low
0,0,16389,Low
0,0,16386,Medium
0,0,16386,Medium
0,0,16386,Medium
0,0,16386,Medium
0,0,16385,Low
1,1,16378,Medium
0,0,16369,Critical
0,0,16368,Critical
2,0,16362,Critical
2,0,16362,Critical
2,0,16362,Critical
0,0,16360,Low
0,0,16360,Low
0,0,16355,Low
0,0,16355,Low
0,0,16346,Low
1,1,16341,Medium
1,1,16339,Medium
2,0,16338,Medium
2,0,16336,Low
0,0,16335,Healthy
0,0,16335,Healthy
0,0,16335,Healthy
0,0,16335,Healthy
0,0,16335,Healthy
1,1,16335,Low
1,1,16335,Medium
1,1,16335,Critical
2,0,16332,Healthy
1,1,16332,Healthy
2,0,16329,Medium
0,0,16329,Low
2,0,16329,Low
1,1,16328,Low
2,0,16312,Medium
0,0,16306,Low
0,0,16306,Low
0,0,16306,Low
0,0,16306,Low
0,0,16296,Low
2,0,16296,Low
0,0,16290,Healthy
0,0,16290,Healthy
0,0,16290,Low
0,0,16290,Low
0,0,16290,Low
2,0,16284,Low
0,0,16250,Critical
0,0,16250,Low
0,0,16250,Medium
2,0,16249,Healthy
0,0,16247,Critical
0,0,16242,Critical
0,0,16240,Critical
3,7,16238,Low
0,0,16225,Low
2,0,16225,Low
2,0,16223,Low
1,1,16219,Medium
0,0,16214,Critical
0,0,16214,Medium
0,0,16214,Medium
0,0,16214,Medium
0,0,16214,Medium
0,0,16202,Critical
0,0,16195,Critical
0,0,16195,Critical
0,0,16195,Critical
0,0,16195,Low
0,0,16194,Low
0,0,16194,Low
0,0,16192,Low
0,0,16186,Low
0,0,16178,Healthy
0,0,16178,Healthy
0,0,16178,Healthy
0,0,16178,Healthy
0,0,16178,Healthy
2,0,16178,Healthy
2,0,16176,Low
1,1,16175,Low
1,1,16175,Medium
1,1,16175,Critical
1,1,16173,Medium
2,0,16169,Medium
1,1,16169,Medium
1,1,16168,Healthy
0,0,16163,Low
2,0,16162,Low
0,0,16162,Medium
1,1,16160,Low
2,0,16152,Medium
0,0,16139,Low
2,0,16136,Low
0,0,16133,Low
0,0,16133,Low
0,0,16133,Low
0,0,16133,Low
2,0,16129,Low
2,0,16129,Low
2,0,16129,Low
0,0,16124,Healthy
0,0,16124,Healthy
2,0,16121,Low
2,0,16100,Healthy
0,0,16084,Medium
0,0,16084,Critical
0,0,16084,Low
0,0,16080,Critical
0,0,16078,Critical
0,0,16074,Critical
3,8,16069,Low
2,0,16068,Low
0,0,16057,Low
0,0,16055,Low
1,1,16053,Medium
0,0,16051,Medium
0,0,16051,Medium
0,0,16051,Medium
0,0,16051,Medium
2,0,16051,Critical
2,0,16042,Critical
0,0,16030,Low
0,0,16030,Low
0,0,16028,Low
0,0,16024,Low
0,0,16023,Critical
0,0,16023,Critical
0,0,16023,Critical
2,0,16021,Healthy
1,1,16016,Low
1,1,16016,Medium
1,1,16016,Critical
2,0,16015,Low
0,0,16012,Low
1,1,16011,Medium
0,0,16007,Healthy
0,0,16007,Healthy
0,0,16007,Healthy
0,0,16007,Healthy
0,0,16007,Healthy
2,0,16006,Medium
1,1,16003,Medium
1,1,16002,Healthy
2,0,16001,Medium
2,0,15996,Low
1,1,15996,Low
0,0,15993,Low
2,0,15992,Medium
0,0,15976,Low
0,0,15972,Low
2,0,15964,Low
2,0,15964,Low
2,0,15964,Low
2,0,15964,Low
2,0,15963,Low
2,0,15963,Low
2,0,15963,Low
0,0,15958,Medium
0,0,15958,Medium
2,0,15958,Low
2,0,15939,Healthy
0,0,15924,Medium
0,0,15924,Critical
0,0,15924,Low
0,0,15923,Critical
0,0,15920,Critical
2,9,15907,Low
0,0,15906,Critical
0,0,15901,Low
2,0,15891,Medium
2,0,15891,Medium
2,0,15891,Medium
2,0,15891,Medium
0,0,15887,Low
1,1,15887,Medium
0,0,15886,Low
2,0,15885,Critical
0,0,15871,Critical
0,0,15868,Low
0,0,15867,Low
0,0,15867,Low
0,0,15864,Low
1,1,15858,Medium
1,1,15858,Critical
2,-1,15858,Healthy
1,1,15858,Low
2,0,15858,Low
0,0,15857,Critical
0,0,15857,Critical
0,0,15857,Critical
2,0,15855,Healthy
2,0,15855,Low
1,1,15851,Medium
2,-1,15840,Medium
2,-1,15840,Healthy
2,0,15839,Low
1,1,15837,Medium
1,1,15836,Healthy
2,0,15835,Healthy
2,0,15835,Healthy
2,0,15835,Healthy
0,0,15835,Healthy
2,0,15835,Healthy
2,0,15833,Medium
2,0,15832,Medium
1,1,15830,Low
0,0,15830,Low
0,0,15813,Low
0,0,15806,Low
0,0,15804,Low
0,0,15804,Low
0,0,15804,Low
2,0,15804,Low
2,0,15797,Low
2,0,15797,Low
2,0,15797,Low
2,0,15797,Low
0,0,15789,Medium
0,0,15789,Medium
2,0,15773,Healthy
2,0,15761,Medium
2,0,15761,Low
0,0,15761,Critical
0,0,15760,Critical
0,0,15754,Critical
0,0,15743,Critical
1,1,15741,Low
2,0,15738,Low
0,0,15725,Critical
0,0,15721,Medium
0,0,15721,Medium
0,0,15721,Medium
0,0,15721,Medium
0,0,15720,Low
1,1,15719,Medium
2,0,15715,Low
2,0,15713,Critical
0,0,15705,Low
2,0,15704,Low
0,0,15701,Low
0,0,15701,Low
2,0,15697,Low
1,1,15692,Medium
2,0,15692,Healthy
2,0,15691,Medium
2,0,15691,Critical
2,0,15691,Low
0,0,15690,Critical
0,0,15690,Critical
0,0,15690,Critical
2,5,15689,Healthy
2,0,15682,Low
0,0,15675,Low
1,1,15673,Healthy
1,1,15673,Medium
2,5,15671,Medium
2,5,15671,Healthy
2,0,15670,Medium
2,0,15670,Medium
2,0,15666,Healthy
2,0,15666,Healthy
2,0,15666,Healthy
2,0,15666,Healthy
2,0,15666,Healthy
1,1,15664,Low
0,0,15660,Critical
0,0,15650,Low
2,0,15642,Low
2,0,15642,Low
2,0,15642,Low
0,0,15640,Low
2,0,15634,Low
2,0,15634,Low
2,0,15634,Low
2,0,15634,Low
2,0,15631,Low
0,0,15622,Medium
0,0,15622,Medium
0,0,15604,Healthy
0,0,15600,Critical
0,0,15589,Medium
0,0,15589,Critical
0,0,15589,Low
0,0,15588,Critical
1,1,15577,Low
2,0,15569,Low
0,0,15564,Critical
0,0,15560,Low
2,0,15557,Low
1,1,15555,Medium
0,0,15550,Medium
0,0,15550,Medium
0,0,15550,Medium
0,0,15550,Medium
0,0,15547,Critical
0,0,15545,Low
0,0,15544,Low
0,0,15544,Low
2,0,15541,Low
1,1,15534,Medium
2,0,15534,Low
0,0,15527,Critical
2,0,15527,Critical
0,0,15527,Critical
2,0,15526,Healthy
2,5,15522,Healthy
2,0,15519,Low
2,0,15519,Medium
2,0,15519,Critical
2,0,15513,Low
2,0,15509,Medium
2,0,15507,Medium
2,5,15504,Medium
2,5,15504,Healthy
1,1,15503,Healthy
0,0,15503,Low
1,1,15501,Medium
1,1,15500,Low
2,0,15497,Healthy
2,0,15497,Healthy
2,0,15497,Healthy
2,0,15497,Healthy
2,0,15497,Healthy
0,0,15494,Critical
2,0,15487,Low
0,0,15482,Low
0,0,15482,Low
0,0,15482,Low
0,0,15474,Low
0,0,15474,Low
0,0,15474,Low
0,0,15474,Low
0,0,15470,Low
2,0,15468,Low
0,0,15444,Medium
0,0,15444,Medium
0,0,15440,Critical
0,0,15439,Healthy
2,0,15434,Medium
2,0,15434,Critical
2,0,15434,Low
0,0,15421,Critical
0,0,15416,Critical
1,1,15412,Low
2,0,15412,Low
2,-1,15400,Critical
2,0,15397,Low
1,1,15391,Medium
0,0,15390,Low
0,0,15387,Critical
2,0,15383,Medium
2,0,15383,Medium
2,0,15383,Medium
2,0,15383,Medium
0,0,15382,Low
2,0,15379,Low
0,0,15378,Low
0,0,15378,Low
0,0,15365,Low
2,0,15362,Healthy
2,0,15362,Medium
0,0,15361,Critical
0,0,15361,Critical
0,0,15361,Critical
2,0,15353,Healthy
2,0,15350,Low
2,0,15350,Medium
2,0,15350,Critical
2,0,15346,Low
2,0,15342,Medium
2,0,15341,Medium
1,1,15339,Healthy
1,1,15337,Medium
2,0,15335,Medium
2,0,15335,Healthy
2,0,15334,Low
1,1,15330,Low
2,0,15325,Medium
2,0,15325,Medium
2,0,15325,Medium
2,0,15325,Medium
2,0,15325,Medium
0,0,15322,Critical
0,0,15314,Low
2,0,15310,Low
0,0,15310,Low
0,0,15310,Low
0,0,15310,Low
2,0,15307,Low
2,0,15307,Low
2,0,15307,Low
2,0,15307,Low
0,0,15304,Low
0,0,15286,Critical
0,0,15273,Healthy
0,0,15271,Medium
0,0,15271,Medium
0,0,15266,Critical
2,0,15265,Medium
2,0,15265,Low
0,0,15265,Critical
0,0,15261,Critical
2,0,15249,Low
1,1,15244,Low
0,6,15243,Critical
0,0,15233,Low
0,0,15233,Low
1,1,15225,Medium
0,0,15221,Critical
0,0,15220,Medium
0,0,15220,Medium
0,0,15220,Medium
0,0,15220,Medium
0,0,15218,Critical
0,0,15218,Low
2,0,15217,Low
0,0,15203,Low
0,0,15202,Low
2,0,15199,Healthy
0,0,15195,Critical
0,0,15195,Critical
0,0,15195,Critical
2,0,15193,Medium
2,0,15190,Healthy
0,0,15186,Low
0,0,15186,Medium
0,0,15186,Critical
2,0,15183,Low
2,0,15183,Medium
2,0,15182,Medium
1,1,15175,Healthy
2,0,15173,Low
2,0,15172,Medium
2,0,15172,Healthy
1,1,15169,Medium
1,1,15166,Low
2,0,15156,Medium
2,0,15156,Medium
2,0,15156,Medium
0,0,15156,Medium
2,0,15156,Medium
0,0,15149,Critical
0,0,15148,Low
2,0,15147,Low
2,0,15144,Low
2,0,15144,Low
2,0,15144,Low
2,0,15144,Low
2,0,15143,Low
2,0,15143,Low
2,0,15143,Low
0,0,15126,Low
0,0,15117,Critical
0,0,15105,Critical
0,0,15105,Low
0,0,15105,Medium
0,0,15102,Critical
0,0,15102,Medium
0,0,15102,Medium
0,0,15101,Healthy
0,0,15092,Critical
2,0,15082,Low
0,0,15080,Critical
1,1,15076,Low
0,0,15073,Low
2,0,15070,Low
1,1,15061,Medium
0,0,15058,Critical
0,0,15057,Critical
0,0,15054,Medium
0,0,15054,Medium
0,0,15054,Medium
0,0,15054,Medium
0,0,15051,Critical
0,0,15051,Low
2,0,15048,Low
2,0,15042,Healthy
2,0,15039,Low
0,0,15032,Critical
0,0,15032,Critical
0,0,15032,Critical
0,0,15029,Medium
2,0,15027,Healthy
2,-1,15020,Medium
2,0,15014,Medium
2,0,15011,Low
2,0,15011,Medium
2,0,15011,Critical
2,0,15008,Medium
2,0,15008,Healthy
1,1,15007,Healthy
1,1,15006,Medium
2,0,15005,Low
2,0,15004,Low
1,1,15003,Low
2,0,14990,Medium
2,0,14990,Medium
2,0,14990,Medium
2,0,14990,Medium
2,0,14990,Medium
2,0,14987,Low
0,0,14985,Low
0,0,14983,Low
0,0,14983,Low
0,0,14983,Critical
0,0,14980,Critical
0,0,14977,Low
0,0,14977,Low
0,0,14977,Low
0,0,14977,Low
0,0,14953,Low
0,0,14951,Critical
0,0,14944,Healthy
0,0,14942,Critical
2,0,14942,Medium
2,0,14942,Low
2,0,14942,Critical
0,0,14926,Medium
0,0,14926,Medium
0,0,14922,Critical
2,0,14919,Low
0,0,14914,Critical
0,0,14910,Low
1,1,14905,Low
2,0,14901,Low
1,1,14898,Medium
0,0,14894,Critical
0,0,14894,Medium
0,0,14894,Medium
0,0,14894,Medium
0,0,14894,Medium
0,0,14888,Critical
0,0,14888,Low
2,0,14888,Low
2,0,14882,Healthy
0,0,14878,Critical
2,0,14872,Low
0,0,14871,Critical
0,0,14871,Critical
0,0,14871,Critical
2,0,14857,Healthy
2,0,14854,Medium
2,5,14851,Medium
2,0,14848,Medium
0,0,14843,Low
1,1,14842,Medium
2,0,14842,Low
2,0,14842,Medium
2,0,14842,Critical
2,0,14841,Low
2,0,14839,Medium
2,0,14839,Healthy
1,1,14839,Healthy
1,1,14835,Low
0,0,14827,Medium
0,0,14827,Medium
0,0,14827,Medium
0,0,14827,Medium
0,0,14827,Medium
2,0,14824,Low
2,0,14817,Low
2,0,14817,Low
2,0,14817,Critical
0,0,14815,Low
2,0,14811,Low
2,0,14811,Low
2,0,14811,Low
2,0,14811,Low
0,0,14808,Critical
0,0,14790,Critical
0,0,14784,Low
0,0,14781,Critical
0,0,14781,Low
0,0,14781,Medium
0,0,14779,Critical
0,0,14772,Healthy
0,0,14765,Critical
2,0,14759,Low
0,0,14757,Medium
0,0,14757,Medium
0,0,14750,Critical
2,0,14747,Low
0,6,14747,Critical
1,1,14740,Low
1,1,14734,Medium
0,0,14730,Medium
0,0,14730,Medium
0,0,14730,Medium
0,0,14730,Medium
0,0,14728,Critical
0,0,14725,Healthy
0,0,14725,Critical
0,0,14725,Low
2,0,14725,Low
2,0,14715,Critical
0,0,14714,Critical
0,0,14714,Critical
0,0,14714,Critical
2,0,14709,Low
2,0,14688,Healthy
2,5,14685,Medium
2,0,14685,Medium
1,1,14680,Medium
2,0,14678,Medium
2,0,14677,Low
2,0,14675,Low
2,0,14675,Medium
2,0,14675,Critical
0,0,14673,Medium
0,0,14673,Medium
0,0,14673,Medium
0,0,14673,Medium
0,0,14673,Medium
2,0,14672,Low
2,0,14670,Medium
1,1,14670,Healthy
2,0,14670,Healthy
1,1,14667,Low
2,0,14660,Low
2,0,14654,Low
2,0,14654,Low
2,0,14654,Critical
0,0,14652,Low
1,0,14642,Low
1,0,14642,Low
1,0,14642,Low
1,0,14642,Low
0,0,14641,Critical
0,0,14630,Critical
0,0,14617,Medium
0,0,14617,Critical
0,0,14617,Low
0,0,14613,Critical
0,0,14610,Critical
0,0,14608,Low
0,0,14603,Healthy
2,0,14599,Low
2,0,14592,Low
2,0,14590,Critical
2,0,14588,Critical
0,0,14585,Medium
0,0,14585,Medium
1,1,14580,Low
0,0,14571,Critical
1,1,14568,Medium
2,0,14567,Medium
2,0,14567,Medium
2,0,14567,Medium
2,0,14567,Medium
0,0,14565,Critical
0,0,14565,Low
2,0,14562,Healthy
0,0,14557,Critical
0,0,14557,Critical
0,0,14557,Critical
0,0,14555,Low
0,0,14555,Low
2,0,14549,Critical
2,0,14521,Healthy
2,0,14519,Medium
2,0,14518,Medium
1,1,14516,Medium
2,0,14515,Medium
2,0,14513,Low
2,0,14512,Low
0,0,14510,Medium
0,0,14510,Medium
0,0,14510,Medium
0,0,14510,Medium
2,0,14510,Medium
0,0,14506,Medium
2,0,14506,Healthy
0,0,14506,Low
0,0,14506,Critical
2,0,14503,Healthy
2,0,14503,Medium
1,1,14498,Low
2,0,14497,Low
2,0,14480,Low
0,0,14478,Low
0,0,14478,Critical
1,1,14478,Low
1,1,14478,Low
1,1,14478,Low
1,1,14478,Low
0,0,14478,Low
0,0,14472,Critical
0,0,14467,Critical
0,0,14460,Critical
0,0,14460,Low
0,0,14460,Medium
0,0,14453,Critical
0,0,14447,Critical
2,0,14442,Low
0,0,14439,Low
0,0,14434,Healthy
2,0,14428,Critical
0,0,14428,Critical
2,0,14425,Low
1,1,14418,Low
0,0,14412,Medium
0,0,14412,Medium
0,0,14407,Medium
0,0,14407,Medium
0,0,14407,Medium
0,0,14407,Medium
0,0,14405,Critical
1,1,14402,Medium
0,0,14402,Critical
0,0,14402,Low
0,0,14400,Critical
0,0,14400,Critical
0,0,14400,Critical
0,0,14393,Healthy
0,0,14392,Low
0,0,14389,Low
2,0,14386,Critical
2,0,14354,Medium
2,0,14352,Medium
2,0,14352,Healthy
2,0,14351,Low
0,0,14350,Medium
0,0,14350,Medium
0,0,14350,Medium
0,0,14350,Medium
0,0,14350,Medium
0,0,14349,Medium
1,1,14348,Medium
0,0,14347,Low
2,0,14343,Low
2,0,14343,Medium
2,0,14343,Critical
2,0,14334,Medium
2,0,14334,Healthy
2,0,14334,Healthy
2,0,14334,Low
2,5,14331,Low
0,0,14314,Low
0,0,14312,Low
0,0,14312,Low
0,0,14312,Critical
0,0,14310,Critical
1,1,14310,Low
1,1,14310,Low
1,1,14310,Low
1,1,14310,Low
0,0,14306,Critical
0,0,14299,Medium
0,0,14299,Critical
0,0,14299,Low
2,0,14296,Critical
0,0,14287,Critical
2,0,14276,Low
0,0,14267,Low
2,0,14266,Critical
0,0,14265,Critical
0,0,14259,Healthy
0,0,14258,Low
1,1,14254,Low
2,0,14247,Medium
2,0,14247,Medium
2,0,14247,Medium
2,0,14247,Medium
0,0,14245,Critical
0,0,14242,Critical
0,0,14242,Low
0,0,14234,Critical
0,0,14234,Critical
0,0,14234,Critical
1,1,14232,Healthy
0,0,14232,Critical
0,0,14231,Medium
0,0,14231,Medium
1,1,14230,Medium
0,0,14229,Low
2,0,14229,Low
2,0,14226,Healthy
2,0,14190,Medium
1,1,14189,Medium
2,0,14189,Medium
2,0,14188,Low
0,0,14186,Medium
0,0,14186,Medium
0,0,14186,Medium
0,0,14186,Medium
0,0,14186,Medium
2,0,14186,Medium
2,0,14183,Healthy
2,0,14180,Low
2,0,14177,Low
2,0,14177,Critical
2,0,14177,Medium
2,0,14173,Medium
2,0,14165,Medium
2,0,14165,Healthy
2,0,14161,Low
0,0,14156,Critical
2,0,14153,Low
0,0,14150,Low
1,1,14144,Low
1,1,14144,Low
1,1,14144,Low
1,1,14144,Low
0,0,14143,Critical
2,0,14142,Low
2,0,14142,Low
2,0,14142,Critical
0,0,14133,Critical
2,0,14122,Low
0,0,14121,Critical
2,0,14104,Critical
2,0,14099,Critical
0,0,14096,Healthy
0,0,14094,Low
0,0,14092,Low
1,1,14091,Low
2,0,14087,Medium
2,0,14087,Medium
2,0,14087,Medium
2,0,14087,Medium
0,0,14079,Low
0,0,14079,Critical
0,0,14078,Critical
0,0,14071,Critical
0,0,14071,Critical
0,0,14071,Critical
3,2,14070,Healthy
2,0,14069,Low
1,1,14068,Medium
0,0,14067,Medium
0,0,14067,Medium
2,0,14066,Healthy
0,0,14066,Critical
2,0,14063,Low
2,0,14022,Low
2,0,14020,Healthy
2,0,14020,Medium
0,0,14020,Medium
0,0,14020,Medium
0,0,14020,Medium
0,0,14020,Medium
0,0,14020,Medium
2,0,14020,Medium
2,0,14019,Medium
1,1,14017,Medium
1,0,14012,Low
2,0,14007,Low
2,0,14007,Medium
2,0,14007,Critical
2,0,14007,Medium
2,0,14001,Low
2,0,14001,Medium
2,0,14001,Healthy
2,0,13993,Critical
1,1,13989,Low
2,0,13984,Low
2,0,13982,Low
2,0,13982,Low
2,0,13982,Critical
0,0,13977,Critical
1,1,13976,Low
1,1,13976,Low
1,1,13976,Low
1,1,13976,Low
2,0,13970,Critical
2,0,13970,Low
2,0,13970,Low
0,0,13966,Critical
2,0,13956,Low
0,0,13954,Critical
0,0,13944,Critical
2,0,13942,Critical
2,0,13935,Low
0,0,13927,Healthy
0,0,13927,Medium
0,0,13927,Medium
0,0,13927,Medium
0,0,13927,Medium
1,1,13925,Low
0,0,13915,Critical
0,0,13915,Low
0,0,13915,Critical
0,0,13914,Critical
0,0,13914,Critical
0,0,13914,Critical
0,0,13913,Low
2,0,13906,Medium
0,0,13906,Critical
0,0,13904,Medium
0,0,13904,Medium
3,2,13904,Healthy
2,0,13903,Low
1,1,13902,Medium
2,0,13899,Low
0,0,13898,Healthy
0,0,13898,Healthy
0,0,13898,Healthy
0,0,13898,Healthy
0,0,13898,Healthy
2,0,13866,Medium
0,0,13857,Medium
2,0,13857,Medium
0,0,13857,Medium
2,0,13857,Medium
2,0,13857,Medium
2,0,13856,Low
2,0,13853,Healthy
2,0,13850,Medium
2,0,13850,Medium
1,1,13849,Medium
1,1,13848,Low
2,0,13844,Medium
2,0,13838,Low
2,0,13838,Medium
2,0,13838,Critical
2,0,13835,Healthy
2,0,13835,Medium
2,0,13835,Low
0,0,13827,Critical
1,1,13823,Low
0,0,13818,Low
1,1,13815,Low
1,1,13815,Low
1,1,13815,Low
1,1,13815,Low
2,0,13810,Low
0,0,13810,Low
2,0,13810,Critical
0,0,13810,Low
0,0,13810,Critical
2,0,13810,Low
0,0,13807,Critical
0,0,13806,Critical
0,0,13806,Healthy
2,0,13799,Low
0,0,13791,Critical
0,0,13779,Critical
2,0,13768,Low
0,0,13765,Critical
0,0,13764,Medium
0,0,13764,Medium
0,0,13764,Medium
0,0,13764,Medium
0,0,13761,Healthy
0,0,13761,Critical
0,0,13761,Low
1,1,13754,Low
0,0,13754,Critical
0,0,13754,Critical
0,0,13754,Critical
3,2,13753,Healthy
0,0,13752,Critical
0,0,13749,Low
0,0,13747,Medium
0,0,13747,Medium
0,0,13746,Low
2,0,13746,Critical
0,0,13746,Low
1,1,13744,Healthy
0,0,13737,Medium
1,1,13734,Medium
0,0,13723,Healthy
0,0,13723,Healthy
0,0,13723,Healthy
0,0,13723,Healthy
0,0,13723,Healthy
2,0,13703,Medium
0,0,13700,Medium
0,0,13700,Medium
0,0,13700,Medium
0,0,13700,Medium
2,0,13700,Medium
2,0,13692,Low
2,0,13687,Healthy
1,1,13685,Medium
2,0,13684,Medium
2,0,13681,Medium
2,0,13681,Medium
1,1,13680,Low
2,0,13671,Low
2,0,13669,Low
2,0,13669,Healthy
0,0,13669,Low
0,0,13669,Medium
0,0,13669,Critical
0,0,13667,Critical
1,1,13659,Low
2,0,13658,Low
0,0,13649,Healthy
0,0,13647,Low
0,0,13647,Critical
0,0,13647,Low
0,0,13646,Critical
0,0,13644,Low
0,0,13644,Critical
1,1,13644,Low
1,1,13644,Low
1,1,13644,Low
1,1,13644,Low
0,0,13644,Low
0,0,13642,Low
0,0,13641,Critical
0,0,13628,Critical
2,0,13615,Critical
2,0,13611,Low
1,1,13611,Low
2,0,13605,Critical
2,0,13602,Healthy
0,0,13597,Medium
0,0,13597,Medium
0,0,13597,Medium
0,0,13597,Medium
0,0,13595,Critical
0,0,13595,Low
0,0,13594,Critical
0,0,13594,Critical
0,0,13594,Critical
0,0,13592,Critical
3,2,13589,Healthy
0,0,13588,Low
0,0,13586,Low
3,2,13581,Healthy
0,0,13580,Medium
0,0,13580,Medium
2,0,13579,Critical
0,0,13579,Low
2,0,13574,Medium
1,1,13568,Medium
0,0,13560,Healthy
0,0,13560,Healthy
0,0,13560,Healthy
0,0,13560,Healthy
0,0,13560,Healthy
2,0,13541,Low
0,0,13537,Medium
0,0,13537,Medium
0,0,13537,Medium
0,0,13537,Medium
0,0,13537,Medium
0,0,13526,Low
2,0,13524,Healthy
1,1,13519,Medium
2,0,13517,Medium
2,0,13515,Medium
1,1,13514,Low
0,0,13512,Medium
2,0,13508,Low
0,0,13506,Critical
2,0,13505,Low
2,0,13505,Medium
2,0,13505,Critical
2,0,13505,Low
2,0,13505,Healthy
0,0,13495,Low
1,1,13493,Low
0,0,13486,Critical
2,0,13484,Low
2,0,13484,Low
0,0,13484,Critical
2,0,13481,Low
1,1,13481,Low
1,1,13481,Low
1,1,13481,Low
1,1,13481,Low
2,0,13480,Low
2,0,13480,Low
2,0,13480,Critical
0,0,13480,Healthy
0,0,13475,Critical
0,0,13462,Critical
2,0,13452,Critical
2,0,13451,Low
0,0,13442,Critical
0,0,13436,Healthy
0,0,13431,Critical
0,0,13431,Critical
0,0,13431,Critical
1,1,13430,Low
0,0,13429,Critical
0,0,13429,Low
0,0,13429,Critical
0,0,13429,Low
2,0,13428,Low
0,0,13425,Medium
0,0,13425,Medium
0,0,13425,Medium
0,0,13425,Medium
0,0,13422,Critical
0,0,13419,Low
3,2,13415,Healthy
0,0,13414,Medium
0,0,13414,Medium
1,0,13414,Healthy
2,0,13410,Medium
1,1,13400,Medium
0,0,13391,Healthy
0,0,13391,Healthy
0,0,13391,Healthy
0,0,13391,Healthy
0,0,13391,Healthy
0,0,13378,Low
2,0,13372,Low
0,0,13368,Medium
0,0,13368,Medium
0,0,13368,Medium
0,0,13368,Medium
0,0,13368,Medium
2,0,13360,Healthy
1,1,13353,Medium
2,0,13351,Medium
2,0,13348,Medium
1,1,13346,Low
2,0,13345,Medium
2,0,13345,Low
2,-1,13343,Critical
2,0,13342,Healthy
2,0,13342,Low
2,0,13331,Low
2,0,13331,Medium
2,0,13331,Critical
1,1,13329,Low
0,0,13329,Critical
0,0,13327,Low
0,0,13327,Critical
0,0,13327,Low
0,0,13322,Low
2,0,13317,Low
2,0,13317,Low
2,0,13317,Critical
1,1,13317,Low
1,1,13317,Low
1,1,13317,Low
1,1,13317,Low
0,0,13317,Healthy
2,0,13306,Low
0,0,13302,Critical
0,0,13296,Critical
0,0,13294,Low
2,0,13286,Critical
2,0,13276,Critical
2,0,13274,Low
0,0,13271,Critical
0,0,13271,Critical
0,0,13271,Critical
2,0,13270,Healthy
0,0,13269,Critical
2,0,13268,Medium
0,0,13268,Medium
2,0,13268,Medium
0,0,13268,Medium
0,0,13266,Critical
0,0,13266,Low
0,0,13265,Critical
3,2,13264,Healthy
