kmeans_cluster,dbscan_cluster,calculated_RUL_tons,RUL_Class
0,0,5908,Critical
0,0,5908,Low
0,0,5908,Medium
0,0,5908,Medium
0,0,5888,Critical
2,0,5880,Critical
2,0,5880,Critical
2,0,5880,Critical
2,0,5880,Critical
0,0,5873,Critical
0,0,5873,Critical
0,0,5863,Critical
2,0,5861,Critical
0,0,5860,Critical
0,0,5860,Critical
0,0,5860,Critical
0,0,5860,Critical
0,0,5860,Critical
2,-1,5857,Low
2,0,5853,Critical
0,0,5851,Low
0,0,5851,Low
0,0,5851,Low
0,0,5851,Low
0,0,5851,Low
0,0,5843,Critical
0,0,5841,Critical
2,0,5840,Critical
0,0,5839,Medium
0,0,5839,Low
0,0,5834,Low
2,0,5833,Critical
2,0,5832,Low
2,0,5832,Low
2,0,5832,Low
2,0,5832,Low
2,0,5832,Low
2,0,5830,Critical
0,0,5830,Healthy
0,0,5830,Low
0,0,5830,Low
0,0,5830,Low
0,0,5830,Low
0,0,5824,Critical
1,1,5820,Low
0,0,5816,Critical
0,0,5816,Critical
0,0,5816,Critical
0,0,5816,Critical
0,0,5816,Critical
2,0,5812,Low
0,0,5797,Critical
0,0,5797,Critical
0,0,5797,Low
1,1,5795,Critical
2,0,5787,Low
2,0,5785,Low
2,0,5785,Critical
2,0,5785,Critical
2,0,5785,Critical
2,0,5785,Critical
2,0,5785,Critical
2,0,5774,Critical
2,0,5774,Critical
2,0,5774,Critical
2,0,5763,Low
2,0,5763,Critical
0,0,5755,Low
0,0,5755,Low
0,0,5755,Low
0,0,5755,Medium
0,0,5755,Medium
0,0,5755,Critical
2,0,5751,Low
1,1,5750,Critical
0,0,5739,Critical
0,0,5722,Critical
0,0,5722,Critical
0,0,5722,Critical
0,0,5722,Critical
2,0,5718,Critical
0,0,5709,Critical
0,0,5709,Critical
2,0,5702,Critical
0,0,5702,Critical
2,0,5702,Critical
2,0,5702,Critical
2,0,5702,Critical
2,5,5697,Low
0,0,5696,Critical
2,0,5691,Low
2,0,5691,Low
2,0,5691,Low
2,0,5691,Low
2,0,5691,Low
0,0,5690,Critical
2,0,5689,Critical
0,0,5683,Critical
2,0,5681,Critical
0,0,5674,Low
0,0,5674,Critical
0,0,5673,Medium
0,0,5673,Low
2,0,5672,Low
2,0,5672,Low
2,0,5672,Low
2,0,5672,Low
2,0,5672,Low
0,0,5670,Critical
2,0,5669,Low
2,0,5669,Low
2,0,5669,Low
2,0,5669,Low
2,0,5669,Healthy
0,0,5661,Critical
0,0,5660,Critical
2,0,5660,Low
3,2,5660,Healthy
1,1,5657,Low
2,0,5655,Critical
0,0,5653,Critical
0,0,5653,Critical
0,0,5653,Critical
0,0,5653,Critical
0,0,5634,Low
0,0,5634,Critical
1,1,5634,Critical
0,0,5627,Low
0,0,5622,Critical
0,0,5622,Critical
0,0,5622,Low
2,0,5618,Critical
2,0,5618,Critical
2,0,5618,Critical
2,0,5618,Critical
2,0,5613,Critical
2,0,5613,Critical
2,0,5613,Critical
0,0,5596,Critical
0,0,5596,Low
2,0,5594,Critical
1,1,5588,Critical
0,0,5588,Critical
0,0,5588,Low
0,0,5588,Low
0,0,5588,Low
0,0,5588,Medium
0,0,5588,Medium
2,0,5578,Critical
0,0,5553,Critical
0,0,5553,Critical
0,0,5553,Critical
0,0,5553,Critical
0,0,5552,Critical
0,0,5543,Critical
0,0,5543,Critical
2,5,5543,Low
2,0,5536,Critical
2,0,5536,Critical
2,0,5536,Critical
2,0,5536,Critical
2,0,5536,Critical
0,0,5534,Low
0,0,5534,Low
0,0,5534,Low
0,0,5534,Low
0,0,5534,Low
0,0,5533,Critical
0,0,5520,Critical
2,0,5519,Critical
0,0,5519,Critical
0,0,5514,Low
2,0,5512,Low
2,0,5512,Low
2,0,5512,Low
2,0,5512,Low
2,0,5512,Low
0,0,5510,Critical
3,2,5509,Healthy
0,0,5507,Critical
0,0,5506,Low
0,0,5506,Low
0,0,5503,Low
0,0,5503,Low
0,0,5503,Low
0,0,5503,Low
0,0,5503,Low
0,0,5503,Healthy
0,0,5502,Critical
0,0,5502,Critical
0,0,5502,Critical
0,0,5502,Critical
0,0,5501,Critical
0,0,5501,Critical
0,0,5497,Critical
2,0,5491,Critical
1,1,5491,Critical
1,1,5470,Critical
2,0,5461,Low
2,0,5461,Low
2,0,5461,Critical
3,-1,5458,Critical
3,-1,5458,Critical
3,-1,5458,Critical
3,-1,5458,Critical
0,0,5458,Critical
0,0,5458,Critical
0,0,5458,Low
0,0,5453,Critical
2,0,5453,Critical
0,0,5453,Critical
0,0,5427,Low
2,0,5427,Critical
0,0,5427,Critical
0,0,5425,Critical
0,0,5425,Low
0,0,5425,Low
0,0,5425,Low
0,0,5425,Low
0,0,5425,Low
0,0,5418,Critical
1,1,5411,Critical
0,0,5389,Critical
2,0,5389,Critical
0,0,5389,Critical
2,0,5387,Critical
2,0,5387,Critical
2,0,5387,Critical
2,0,5387,Critical
2,5,5383,Low
0,0,5371,Low
0,0,5371,Low
0,0,5371,Low
0,0,5371,Low
0,0,5371,Low
2,0,5369,Critical
0,0,5369,Critical
0,0,5369,Critical
2,0,5369,Critical
2,0,5369,Critical
2,0,5365,Critical
0,0,5364,Critical
0,0,5362,Critical
0,0,5357,Critical
2,0,5352,Critical
0,0,5351,Low
2,0,5349,Low
2,0,5349,Low
2,0,5349,Low
2,0,5349,Low
0,0,5349,Low
2,0,5347,Critical
2,0,5346,Low
3,2,5345,Healthy
2,0,5343,Healthy
2,0,5343,Critical
2,0,5343,Critical
2,0,5343,Critical
2,0,5343,Critical
0,0,5339,Critical
0,0,5339,Critical
0,0,5339,Critical
0,0,5339,Critical
0,0,5337,Critical
0,0,5337,Low
0,0,5337,Low
0,0,5335,Critical
2,0,5334,Critical
0,0,5331,Critical
1,1,5323,Critical
0,0,5316,Critical
0,0,5316,Critical
0,0,5316,Critical
0,0,5316,Critical
1,1,5304,Critical
0,0,5301,Critical
0,0,5301,Critical
0,0,5301,Low
2,0,5293,Critical
2,0,5293,Critical
2,0,5293,Critical
2,0,5287,Critical
2,0,5287,Low
0,0,5285,Low
2,0,5263,Low
2,0,5263,Critical
2,0,5263,Critical
2,0,5263,Critical
2,0,5256,Low
2,0,5256,Critical
2,0,5256,Critical
2,0,5256,Low
2,0,5256,Low
2,0,5256,Critical
2,0,5249,Critical
0,0,5232,Critical
2,5,5224,Low
0,0,5223,Critical
0,0,5223,Critical
0,0,5214,Critical
0,0,5214,Critical
0,0,5214,Critical
0,0,5214,Critical
2,0,5211,Critical
2,0,5207,Critical
2,0,5202,Low
2,0,5202,Low
2,0,5202,Low
2,0,5202,Low
2,0,5202,Low
2,0,5200,Critical
2,0,5200,Critical
2,0,5200,Critical
2,0,5200,Critical
2,0,5200,Critical
0,0,5198,Critical
2,0,5194,Critical
2,0,5191,Low
0,0,5186,Low
0,0,5186,Low
0,0,5186,Low
0,0,5186,Low
0,0,5186,Low
0,0,5186,Critical
0,0,5184,Low
0,0,5179,Critical
0,0,5179,Critical
0,0,5179,Critical
0,0,5179,Critical
0,0,5179,Healthy
0,0,5179,Critical
0,0,5179,Critical
0,0,5179,Critical
0,0,5179,Critical
2,0,5177,Critical
0,0,5174,Critical
0,0,5174,Critical
0,0,5174,Critical
0,0,5171,Low
0,0,5171,Low
1,0,5170,Healthy
0,0,5169,Critical
1,1,5155,Critical
2,0,5146,Critical
2,0,5146,Critical
2,0,5146,Critical
2,0,5146,Critical
0,0,5144,Critical
0,0,5144,Critical
0,0,5144,Low
1,1,5140,Critical
0,0,5122,Low
0,0,5122,Critical
2,0,5120,Critical
2,0,5120,Critical
2,0,5120,Critical
0,0,5116,Low
2,0,5103,Critical
2,0,5099,Critical
2,0,5099,Critical
2,0,5099,Low
2,0,5096,Low
2,0,5096,Critical
2,0,5096,Critical
2,0,5096,Low
2,0,5096,Low
2,0,5096,Critical
0,0,5092,Critical
0,0,5066,Critical
2,5,5061,Low
0,0,5057,Critical
0,0,5057,Critical
2,0,5051,Critical
2,0,5051,Critical
2,0,5051,Critical
2,0,5051,Critical
0,0,5051,Critical
2,0,5037,Critical
2,0,5037,Critical
2,0,5037,Critical
2,0,5037,Critical
2,0,5037,Critical
0,0,5035,Healthy
0,0,5035,Healthy
0,0,5035,Critical
0,0,5035,Critical
0,0,5035,Critical
0,0,5035,Critical
0,0,5035,Critical
2,0,5035,Critical
1,1,5032,Critical
0,0,5028,Critical
0,0,5026,Critical
2,0,5023,Low
2,0,5023,Low
2,0,5023,Low
2,0,5023,Low
2,0,5023,Low
2,0,5022,Low
0,0,5018,Low
0,0,5015,Critical
0,0,5015,Critical
0,0,5015,Critical
0,0,5015,Critical
0,0,5015,Critical
0,0,5015,Critical
0,0,5015,Critical
0,0,5015,Healthy
0,0,5015,Critical
0,0,5014,Critical
2,0,5011,Critical
2,0,5008,Critical
0,0,5008,Critical
2,0,5006,Healthy
0,0,5006,Critical
0,0,4998,Low
0,0,4998,Low
1,1,4985,Critical
0,0,4984,Critical
0,0,4984,Critical
0,0,4984,Low
2,-1,4975,Healthy
1,1,4974,Critical
0,0,4967,Critical
0,0,4967,Critical
0,0,4967,Critical
0,0,4967,Critical
2,0,4959,Low
2,0,4959,Critical
2,0,4951,Critical
2,0,4951,Critical
2,0,4951,Critical
2,0,4946,Low
2,0,4942,Critical
2,0,4942,Low
2,0,4942,Critical
2,0,4942,Critical
2,0,4936,Low
2,0,4936,Low
2,0,4936,Low
2,0,4936,Critical
2,0,4936,Critical
2,0,4936,Critical
0,0,4923,Critical
1,1,4910,Healthy
0,0,4900,Critical
2,0,4895,Low
0,0,4890,Critical
0,0,4890,Critical
0,0,4885,Critical
0,0,4885,Critical
0,0,4885,Critical
0,0,4885,Critical
2,0,4882,Critical
0,0,4880,Critical
0,0,4880,Critical
0,0,4880,Critical
0,0,4880,Critical
0,0,4880,Critical
0,0,4875,Critical
2,0,4874,Critical
2,0,4874,Critical
2,0,4874,Critical
2,0,4874,Critical
2,0,4874,Critical
2,0,4874,Healthy
2,0,4874,Healthy
1,1,4868,Critical
2,0,4864,Critical
0,0,4860,Critical
2,0,4859,Low
0,0,4856,Low
0,0,4856,Low
0,0,4856,Low
0,0,4856,Low
0,0,4856,Low
0,0,4855,Critical
0,0,4855,Critical
0,0,4855,Critical
0,0,4855,Critical
2,0,4854,Critical
0,0,4851,Critical
0,0,4851,Critical
0,0,4849,Low
0,0,4849,Healthy
0,0,4849,Critical
0,0,4849,Critical
0,0,4849,Critical
0,0,4849,Critical
0,0,4848,Critical
2,0,4846,Healthy
0,0,4839,Critical
0,0,4838,Low
0,0,4838,Low
2,0,4821,Critical
2,0,4821,Critical
2,0,4821,Low
1,1,4819,Critical
2,0,4810,Critical
2,0,4810,Critical
0,0,4810,Critical
2,0,4810,Critical
2,5,4805,Healthy
1,1,4800,Critical
2,0,4791,Low
2,0,4791,Critical
2,0,4784,Critical
2,0,4784,Critical
2,0,4784,Critical
0,0,4780,Low
2,0,4779,Low
2,0,4779,Critical
2,0,4779,Critical
2,0,4773,Critical
0,0,4773,Critical
2,0,4773,Low
2,0,4773,Critical
2,0,4773,Critical
2,0,4773,Low
2,0,4773,Low
2,0,4756,Critical
3,2,4748,Healthy
0,0,4731,Critical
0,0,4730,Critical
0,0,4730,Critical
2,5,4729,Low
0,0,4720,Critical
0,0,4720,Critical
0,0,4720,Critical
0,0,4720,Critical
0,0,4720,Critical
2,0,4719,Critical
0,0,4715,Critical
0,0,4715,Critical
0,0,4715,Critical
0,0,4715,Critical
2,0,4713,Critical
2,0,4713,Critical
2,0,4713,Critical
2,0,4713,Critical
2,0,4713,Critical
2,0,4713,Healthy
2,0,4713,Healthy
0,0,4712,Critical
0,0,4711,Critical
1,1,4708,Critical
2,0,4699,Critical
0,0,4696,Critical
0,0,4696,Low
0,0,4696,Low
0,0,4696,Low
0,0,4696,Low
0,0,4696,Low
0,0,4695,Critical
0,0,4695,Critical
0,0,4695,Critical
0,0,4695,Critical
2,0,4693,Low
0,0,4691,Critical
0,0,4688,Critical
2,0,4686,Healthy
2,0,4685,Critical
2,0,4683,Healthy
2,0,4683,Critical
2,0,4683,Critical
2,0,4683,Critical
2,0,4683,Critical
0,0,4682,Low
0,0,4673,Critical
0,0,4665,Low
0,0,4665,Low
1,1,4659,Critical
2,0,4657,Critical
2,0,4657,Critical
2,0,4657,Low
0,0,4644,Critical
0,0,4644,Critical
0,0,4644,Critical
0,0,4644,Critical
2,5,4639,Healthy
1,1,4634,Critical
2,0,4626,Low
2,0,4626,Critical
2,0,4621,Critical
2,0,4621,Critical
2,0,4621,Critical
1,1,4617,Critical
1,1,4617,Critical
1,1,4617,Critical
0,0,4614,Critical
0,0,4610,Critical
0,0,4609,Low
0,0,4609,Critical
0,0,4609,Critical
0,0,4609,Critical
0,0,4609,Low
0,0,4609,Low
0,0,4584,Critical
3,2,4582,Healthy
0,0,4566,Critical
0,0,4566,Critical
0,0,4566,Critical
0,0,4566,Critical
0,0,4566,Critical
2,0,4563,Low
0,0,4561,Critical
0,0,4561,Critical
0,0,4561,Critical
2,0,4556,Critical
1,1,4553,Critical
2,0,4553,Healthy
2,0,4553,Healthy
2,0,4553,Critical
2,0,4553,Critical
2,0,4553,Critical
2,0,4553,Critical
2,0,4553,Critical
2,0,4552,Critical
2,0,4552,Critical
2,0,4552,Critical
2,0,4552,Critical
0,0,4552,Critical
0,0,4544,Critical
0,0,4541,Critical
0,0,4541,Critical
0,0,4541,Critical
0,0,4541,Critical
0,0,4533,Critical
2,0,4532,Critical
0,0,4531,Critical
2,0,4531,Critical
0,0,4530,Low
0,0,4530,Low
0,0,4530,Low
0,0,4530,Low
0,0,4530,Low
2,0,4530,Low
0,0,4526,Healthy
0,0,4526,Critical
0,0,4526,Critical
0,0,4526,Critical
0,0,4526,Critical
2,0,4522,Medium
0,0,4521,Critical
0,0,4510,Low
0,0,4510,Critical
2,0,4510,Low
2,0,4510,Low
2,0,4493,Low
2,0,4493,Critical
2,0,4493,Critical
1,1,4491,Critical
0,0,4484,Critical
0,0,4484,Critical
0,0,4484,Critical
0,0,4484,Critical
1,1,4472,Critical
2,0,4470,Healthy
2,0,4459,Low
2,0,4459,Critical
2,0,4454,Critical
2,0,4454,Critical
2,0,4454,Critical
0,0,4447,Critical
2,0,4447,Critical
2,0,4447,Critical
2,0,4447,Low
2,0,4447,Low
0,0,4447,Low
0,0,4445,Critical
2,0,4443,Critical
2,0,4443,Critical
2,0,4443,Critical
2,0,4441,Critical
3,2,4431,Healthy
2,0,4421,Critical
0,0,4403,Critical
0,0,4403,Critical
0,0,4403,Critical
0,0,4403,Critical
0,0,4403,Critical
0,0,4399,Low
0,0,4399,Critical
0,0,4398,Critical
1,1,4393,Critical
2,0,4392,Healthy
2,0,4392,Healthy
2,0,4392,Critical
2,0,4392,Critical
2,0,4392,Critical
2,0,4392,Critical
2,0,4392,Critical
0,0,4392,Critical
0,0,4392,Critical
1,1,4390,Critical
1,1,4390,Critical
1,1,4390,Critical
1,1,4390,Critical
2,0,4388,Critical
0,0,4384,Critical
2,0,4376,Critical
0,0,4372,Critical
0,0,4372,Critical
0,0,4372,Critical
0,0,4372,Critical
2,0,4369,Low
2,0,4368,Critical
0,0,4367,Critical
0,0,4367,Low
0,0,4367,Low
0,0,4367,Low
0,0,4367,Low
0,0,4367,Low
2,0,4366,Medium
2,0,4366,Critical
2,0,4366,Critical
2,0,4366,Critical
2,0,4366,Critical
0,0,4365,Critical
0,0,4364,Critical
2,0,4359,Medium
0,0,4350,Low
0,0,4350,Critical
2,0,4343,Low
2,0,4343,Low
2,0,4333,Critical
2,0,4333,Critical
2,0,4333,Low
1,1,4319,Critical
0,0,4318,Critical
0,0,4318,Critical
0,0,4318,Critical
0,0,4318,Critical
2,0,4306,Healthy
1,1,4302,Critical
2,0,4294,Critical
2,0,4294,Critical
2,0,4294,Critical
2,0,4293,Critical
2,0,4293,Low
2,0,4279,Critical
2,0,4279,Critical
2,0,4279,Critical
0,0,4278,Low
0,0,4278,Critical
0,0,4278,Critical
0,0,4278,Critical
0,0,4278,Low
0,0,4278,Low
0,0,4275,Critical
0,0,4268,Critical
3,2,4267,Healthy
0,0,4254,Critical
0,0,4241,Critical
0,0,4238,Critical
0,0,4237,Critical
0,0,4237,Critical
0,0,4237,Critical
0,0,4237,Critical
0,0,4237,Critical
2,0,4236,Low
1,1,4236,Critical
0,0,4234,Critical
0,0,4234,Critical
2,0,4231,Critical
2,0,4231,Critical
2,0,4231,Critical
2,0,4231,Critical
2,0,4231,Critical
2,0,4231,Healthy
2,0,4231,Healthy
2,0,4228,Critical
1,1,4227,Critical
1,1,4227,Critical
1,1,4227,Critical
1,1,4227,Critical
2,0,4224,Critical
0,0,4212,Medium
0,0,4212,Critical
0,0,4212,Critical
0,0,4212,Critical
0,0,4212,Critical
0,0,4210,Critical
2,0,4209,Critical
0,0,4206,Critical
0,0,4206,Critical
0,0,4206,Critical
0,0,4206,Critical
2,0,4205,Critical
2,0,4203,Low
0,0,4201,Low
0,0,4201,Low
0,0,4201,Low
0,0,4201,Low
0,0,4201,Low
0,0,4199,Critical
2,0,4198,Critical
2,0,4196,Medium
0,0,4193,Critical
0,0,4189,Low
0,0,4189,Low
0,0,4176,Low
2,0,4172,Critical
2,0,4172,Critical
2,0,4172,Low
0,0,4154,Critical
0,0,4154,Critical
0,0,4154,Critical
0,0,4154,Critical
1,1,4153,Critical
2,0,4143,Healthy
1,1,4138,Critical
2,0,4130,Critical
2,0,4130,Critical
2,0,4130,Low
2,0,4130,Critical
2,0,4130,Critical
0,0,4112,Low
0,0,4112,Low
0,0,4112,Low
0,0,4112,Critical
0,0,4112,Critical
0,0,4112,Critical
2,0,4110,Critical
2,0,4110,Critical
2,0,4110,Critical
0,0,4109,Critical
2,0,4105,Critical
1,0,4092,Healthy
0,0,4085,Critical
0,0,4079,Critical
0,0,4079,Critical
0,0,4076,Critical
0,0,4076,Critical
0,0,4076,Critical
0,0,4076,Critical
0,0,4076,Critical
2,0,4076,Critical
0,0,4075,Critical
0,0,4075,Critical
1,1,4072,Critical
2,0,4071,Healthy
2,0,4071,Healthy
2,0,4071,Critical
2,0,4071,Critical
2,0,4071,Critical
2,0,4071,Critical
2,0,4071,Critical
1,1,4069,Healthy
1,1,4069,Healthy
0,0,4068,Critical
1,1,4063,Critical
1,1,4063,Critical
1,1,4063,Critical
1,1,4063,Critical
2,0,4058,Critical
0,0,4049,Medium
0,0,4049,Critical
0,0,4049,Critical
0,0,4049,Critical
0,0,4049,Critical
0,0,4046,Critical
0,0,4046,Critical
0,0,4046,Critical
0,0,4046,Critical
2,0,4044,Critical
0,0,4044,Critical
2,0,4042,Critical
0,0,4042,Critical
2,0,4040,Low
0,0,4038,Critical
2,0,4038,Low
2,0,4038,Low
2,0,4038,Low
2,0,4038,Low
2,0,4038,Low
0,0,4036,Critical
2,0,4035,Low
2,0,4035,Low
2,0,4026,Medium
2,0,4021,Low
2,0,4012,Critical
2,0,4012,Critical
2,0,4012,Low
0,0,3988,Critical
0,0,3988,Critical
0,0,3988,Critical
0,0,3988,Critical
1,1,3987,Critical
1,1,3981,Critical
2,0,3976,Critical
2,0,3976,Critical
2,0,3976,Critical
2,0,3974,Healthy
2,0,3967,Low
2,0,3967,Critical
2,0,3950,Critical
2,0,3950,Critical
2,0,3950,Critical
0,0,3948,Critical
0,0,3948,Critical
0,0,3948,Critical
0,0,3948,Critical
0,0,3948,Low
0,0,3948,Low
0,0,3943,Critical
2,0,3936,Critical
2,0,3928,Healthy
2,0,3922,Critical
0,0,3916,Critical
0,0,3916,Critical
1,1,3914,Critical
0,0,3913,Critical
2,0,3913,Critical
0,0,3910,Critical
0,0,3910,Critical
0,0,3910,Critical
0,0,3910,Critical
0,0,3910,Critical
2,0,3910,Healthy
2,0,3910,Healthy
2,0,3910,Critical
2,0,3910,Critical
2,0,3910,Critical
2,0,3910,Critical
2,0,3910,Critical
0,0,3908,Critical
1,1,3905,Healthy
1,1,3905,Healthy
2,0,3903,Critical
0,0,3901,Critical
1,1,3897,Critical
1,1,3897,Critical
1,1,3897,Critical
1,1,3897,Critical
2,0,3889,Critical
0,0,3886,Critical
0,0,3886,Critical
0,0,3886,Critical
0,0,3886,Critical
0,0,3884,Critical
0,0,3882,Medium
0,0,3882,Critical
0,0,3882,Critical
0,0,3882,Critical
0,0,3882,Critical
2,0,3881,Low
2,0,3881,Low
2,0,3881,Low
2,0,3881,Low
2,0,3881,Low
0,0,3880,Low
0,0,3879,Critical
2,0,3875,Critical
2,0,3875,Critical
2,0,3875,Critical
2,0,3869,Low
2,0,3869,Low
2,0,3863,Medium
2,0,3855,Low
2,0,3854,Critical
2,0,3854,Critical
2,0,3854,Critical
0,0,3825,Critical
0,0,3825,Critical
0,0,3825,Critical
0,0,3825,Critical
1,1,3823,Critical
1,1,3813,Critical
2,0,3810,Critical
2,0,3810,Critical
2,0,3810,Critical
2,0,3804,Medium
2,0,3797,Low
2,0,3797,Critical
2,0,3789,Critical
2,0,3789,Critical
2,0,3789,Critical
0,0,3782,Critical
0,0,3782,Critical
0,0,3782,Critical
0,0,3782,Critical
0,0,3782,Low
0,0,3782,Low
0,0,3777,Critical
1,1,3775,Healthy
2,0,3773,Critical
2,0,3767,Medium
1,1,3760,Critical
0,0,3757,Critical
0,0,3756,Critical
0,0,3756,Critical
0,0,3753,Critical
0,0,3752,Medium
0,0,3752,Medium
2,0,3752,Critical
0,0,3752,Critical
0,0,3752,Critical
0,0,3752,Critical
0,0,3752,Critical
1,1,3751,Critical
0,0,3745,Critical
0,0,3744,Critical
0,0,3744,Critical
0,0,3744,Critical
0,0,3744,Critical
0,0,3744,Critical
0,0,3744,Critical
2,0,3743,Critical
1,1,3732,Healthy
1,1,3732,Healthy
1,1,3726,Critical
1,1,3726,Critical
1,1,3726,Critical
1,1,3726,Critical
2,0,3725,Critical
2,0,3725,Critical
2,0,3725,Critical
2,0,3725,Critical
2,0,3725,Medium
2,0,3723,Critical
0,0,3722,Critical
0,0,3722,Critical
0,0,3722,Critical
0,0,3722,Critical
2,0,3721,Low
2,0,3721,Low
2,0,3721,Low
2,0,3721,Low
2,0,3721,Low
0,0,3718,Low
2,0,3718,Critical
2,0,3718,Critical
0,0,3718,Low
0,0,3717,Critical
0,0,3712,Critical
0,0,3712,Critical
2,0,3711,Low
0,0,3701,Low
2,0,3696,Critical
2,0,3696,Critical
2,0,3696,Critical
2,0,3694,Medium
1,1,3651,Critical
1,1,3649,Critical
0,0,3646,Critical
0,0,3646,Critical
0,0,3646,Critical
0,0,3646,Critical
2,0,3643,Critical
2,0,3643,Critical
2,0,3643,Critical
2,0,3638,Medium
2,0,3634,Critical
2,0,3634,Low
2,0,3626,Critical
2,0,3626,Critical
2,0,3626,Critical
2,0,3616,Critical
0,0,3616,Critical
0,0,3616,Critical
0,0,3616,Critical
0,0,3616,Critical
0,0,3616,Low
0,0,3616,Low
1,1,3611,Healthy
0,0,3609,Critical
2,0,3607,Medium
2,0,3597,Critical
1,1,3596,Critical
2,0,3593,Critical
0,0,3590,Critical
0,0,3590,Critical
2,0,3589,Critical
2,0,3588,Critical
1,1,3587,Critical
0,0,3585,Critical
0,0,3585,Critical
0,0,3585,Critical
0,0,3585,Critical
0,0,3585,Critical
0,0,3585,Medium
0,0,3585,Medium
2,0,3584,Critical
1,1,3583,Critical
1,1,3583,Critical
1,1,3583,Critical
1,1,3583,Critical
0,0,3578,Critical
0,0,3578,Critical
0,0,3578,Critical
0,0,3578,Critical
0,0,3578,Critical
1,-1,3574,Healthy
1,-1,3574,Healthy
2,0,3571,Low
2,0,3571,Critical
0,0,3565,Critical
0,0,3565,Critical
0,0,3565,Critical
0,0,3565,Critical
0,0,3562,Medium
0,0,3562,Critical
0,0,3562,Critical
0,0,3562,Critical
0,0,3562,Critical
0,0,3561,Low
0,0,3561,Low
0,0,3561,Low
0,0,3561,Low
0,0,3561,Low
2,0,3558,Critical
2,0,3558,Critical
0,0,3555,Critical
0,0,3554,Critical
2,0,3550,Low
0,0,3549,Critical
0,0,3547,Low
2,0,3546,Critical
2,0,3542,Critical
2,0,3542,Critical
2,0,3542,Critical
2,0,3537,Medium
1,1,3487,Critical
2,0,3486,Critical
2,0,3486,Critical
2,0,3486,Critical
1,1,3483,Critical
0,0,3480,Critical
0,0,3480,Critical
0,0,3480,Critical
0,0,3480,Critical
2,0,3471,Low
2,0,3471,Critical
2,0,3469,Medium
2,0,3460,Critical
2,0,3460,Critical
2,0,3460,Critical
2,0,3453,Critical
0,0,3452,Critical
0,0,3452,Critical
0,0,3452,Critical
0,0,3452,Critical
0,0,3452,Low
0,0,3452,Low
2,0,3446,Critical
2,0,3444,Medium
2,-1,3439,Healthy
1,1,3439,Healthy
2,-1,3439,Healthy
0,0,3436,Critical
2,0,3434,Critical
1,1,3433,Critical
2,0,3430,Critical
0,0,3429,Critical
0,0,3425,Medium
0,0,3425,Medium
0,0,3425,Critical
0,0,3425,Critical
0,0,3425,Critical
0,0,3425,Critical
0,0,3425,Critical
0,0,3424,Critical
0,0,3424,Critical
0,0,3422,Critical
1,1,3421,Critical
1,1,3421,Critical
1,1,3421,Critical
1,1,3421,Critical
1,1,3421,Critical
2,0,3414,Low
2,0,3414,Critical
0,0,3411,Critical
0,0,3411,Critical
0,0,3411,Critical
0,0,3411,Critical
0,0,3411,Critical
2,0,3411,Critical
0,0,3411,Critical
2,0,3411,Critical
0,0,3411,Critical
2,0,3408,Medium
2,0,3408,Critical
2,0,3408,Critical
2,0,3408,Critical
2,0,3408,Critical
0,0,3401,Critical
0,0,3401,Critical
0,0,3392,Critical
2,0,3391,Critical
2,0,3391,Critical
2,0,3391,Critical
2,0,3391,Critical
2,0,3391,Critical
0,0,3391,Critical
0,0,3389,Critical
0,0,3386,Critical
2,0,3384,Critical
2,0,3381,Critical
2,0,3380,Critical
2,0,3380,Critical
2,0,3380,Critical
2,0,3376,Medium
0,0,3323,Critical
0,0,3323,Critical
0,0,3323,Critical
1,1,3319,Critical
0,0,3317,Critical
0,0,3317,Critical
0,0,3317,Critical
0,0,3317,Critical
1,1,3315,Critical
2,0,3310,Low
2,0,3310,Critical
2,0,3299,Medium
2,0,3293,Critical
2,0,3293,Critical
2,0,3293,Critical
0,0,3292,Critical
0,0,3292,Critical
0,0,3292,Critical
0,0,3292,Low
0,0,3292,Low
0,0,3292,Critical
2,0,3284,Critical
2,0,3283,Critical
2,0,3281,Medium
2,0,3279,Healthy
2,0,3279,Healthy
2,0,3279,Healthy
0,0,3273,Critical
0,0,3271,Critical
1,1,3267,Critical
0,0,3267,Critical
0,0,3265,Critical
0,0,3264,Medium
0,0,3264,Medium
1,1,3264,Critical
1,1,3264,Critical
1,1,3264,Critical
1,1,3264,Critical
0,0,3264,Critical
0,0,3264,Critical
0,0,3264,Critical
0,0,3264,Critical
0,0,3264,Critical
0,0,3261,Critical
0,0,3260,Critical
0,0,3260,Critical
2,0,3260,Low
2,0,3260,Critical
1,1,3259,Critical
0,0,3251,Medium
2,0,3251,Critical
2,0,3251,Critical
0,0,3251,Critical
2,0,3251,Critical
0,0,3248,Critical
2,0,3248,Critical
0,0,3248,Critical
2,0,3248,Critical
2,0,3245,Critical
2,0,3245,Critical
2,0,3245,Critical
2,0,3245,Critical
2,0,3245,Critical
2,0,3235,Critical
2,0,3235,Critical
0,0,3232,Critical
2,0,3232,Critical
0,0,3231,Critical
0,0,3230,Critical
2,0,3228,Critical
2,0,3228,Critical
2,0,3228,Critical
2,0,3228,Critical
2,0,3228,Critical
0,0,3219,Critical
0,0,3218,Critical
2,0,3215,Critical
2,0,3215,Critical
2,0,3215,Critical
2,0,3213,Medium
1,1,3155,Critical
0,0,3151,Critical
0,0,3151,Critical
0,0,3151,Critical
